gene,lable
IL2RB,0
MED28,0
CD28,0
CALB2,0
YWHAE,2
LOR,0
C11orf58,0
FAM160A2,0
TUBB,0
TOP1,0
NDUFA6,0
ADD1,2
FGR,0
HIPK1,0
PVRL4,0
CFH,2
LAT,0
TMOD3,0
SLA,0
VCAN,0
ACTR3,2
HAP1,0
FRS2,0
UQCRQ,0
ARHGEF7,2
AVP,2
CAST,0
MPL,0
CCNE1,0
BAX,0
SH2D3C,0
FBXW7,0
RPS6KA5,2
DIABLO,0
HUWE1,0
SDF4,0
SKP2,0
ABI3,2
RPA1,0
CSF2RB,0
CTSG,0
DUSP4,0
CDK4,2
NCK1,0
CTBP1,0
SMN1,0
FAS,0
FABP1,0
IFI35,0
RAI14,0
MAPK1IP1L,0
COPB2,0
ARPC3,0
GABARAPL1,0
GABRB3,0
GRIN2B,0
TRA2A,0
PHAX,0
CHMP1B,0
STRAP,0
MST1R,0
SERPING1,0
CHRM3,0
CBR3,2
BMPR1A,0
APP,2
U2AF2,0
RAD23A,0
PPM1A,0
COPS6,2
GOLGA2,0
CDKN1B,2
CD55,0
CTNND2,2
WWP2,0
WEE1,0
PTGES3,0
RPS27,0
LEPR,0
PPP1R8,0
FEN1,0
MNAT1,0
FKBP4,0
SLC6A3,0
NUDT3,0
RPS28,0
RASD2,0
TCERG1,2
NME1,0
FHL2,0
DMPK,2
SH3GL3,0
HCFC1,0
PQBP1,2
OTUB1,2
AP1M2,0
PML,0
NEDD4L,0
POLR2C,0
ANAPC2,0
MAP2,2
IL16,0
HDAC6,0
PRKAR2A,2
SYT7,0
INSR,2
SGK1,0
LRP2BP,0
ITGB3,0
F13A1,0
EPS15,2
DTX3L,0
RBM14,0
TINAGL1,0
ADCYAP1,0
LYN,0
JAK3,0
ITGB5,0
EXOC4,0
STAP2,0
TLR1,0
BLNK,0
CABLES2,2
ARF6,2
ANXA11,2
PRR13,0
LRP5,0
SF3B4,0
STX7,0
ATP6V1A,0
UBR1,0
KRAS,0
FAF1,2
FGF6,0
UBE2D2,2
LTA4H,2
PHACTR3,0
CBFA2T3,0
FHL5,0
KCNJ15,0
CAPN1,0
GRIN1,0
PRC1,0
CCR3,0
MUTYH,0
HSPA5,0
DLG4,2
MMP9,0
TNFSF10,0
MYO15A,0
SNRPD2,0
VAV1,0
ADAM9,0
CMA1,0
MYCBP,0
PRKG1,0
PPP1CA,0
LSM2,0
ANKRD24,2
RBPMS,2
CSAD,0
RTN3,0
CASP1,0
PLXNB1,0
HTRA1,0
HMOX1,0
BMP7,0
CHMP1A,0
HCK,0
UPF2,0
MS4A1,0
ALOX12,0
LNX1,2
CFLAR,0
CCNB1,0
PSMA3,2
ARHGEF11,2
TOLLIP,0
RADIL,0
IL6ST,0
NOS1,0
SPOCK2,0
CDKN1A,0
RBM41,0
DRD3,0
PRKCZ,2
RALBP1,0
DVL2,2
IL23R,0
DCK,0
MTMR10,0
KPNA2,2
POM121,2
NUP153,0
PRPF40A,0
ACTG1,2
XPA,2
PAG1,0
RGS16,0
VAV3,0
FGFR1,0
SOS1,2
PDHA1,0
PTPRR,0
SKP1,0
DRD2,0
CDH13,2
NOTCH4,0
TLN1,0
TARBP2,0
PRNP,0
PLEKHF2,0
CDC73,2
DVL3,0
HLA-F,0
TRPC3,0
EXOSC3,0
CR1,0
COL4A4,0
GORASP1,0
CAPN2,2
FBN2,0
ERBB3,0
UBE2R2,0
MAP3K5,0
TNFSF13,0
BCCIP,0
TNC,0
ANAPC10,2
HABP4,2
DAB2,2
SH2B1,0
FXR2,0
AKAP9,0
RSRC1,0
RRAS2,2
EPN2,0
DNAJB1,0
TSC2,0
MRC1,0
RBX1,0
SNTA1,2
ARHGEF2,2
LTB4R,0
PLAU,0
FUNDC2,0
RGS19,0
HAX1,2
TBL1X,0
RASSF1,2
SCAMP1,0
S1PR4,0
DNM2,0
F2RL1,0
FGFR2,0
TRAF3,0
FLT4,0
ABLIM1,0
PIAS1,2
CD247,0
STK38,0
HDAC3,0
SYT4,0
RPS2,0
CELSR3,0
PDE6D,0
TACC2,0
PTPRD,0
PEX5,0
CCL19,0
MCM7,0
PSMC3,0
KIAA1217,0
TCL1A,0
ABCA1,2
EXOSC8,0
STRN,0
UPF1,0
SEMA5B,0
TRAF5,0
WDR1,0
LMO4,0
STX2,0
RDH11,0
PRMT1,2
PSMC6,0
RPH3A,0
PIK3C3,2
RBL2,2
TNR,0
LPXN,0
GRAP,0
MYO5B,0
RAB11FIP5,0
MAPK12,0
CEP70,0
SGSM2,2
PSMA4,0
DYNLT1,0
TRIM29,0
KCNAB2,0
FGF2,0
STON2,0
SORBS1,2
MED8,2
FSHR,0
SND1,0
KHDRBS1,0
DLG1,0
GNRH1,0
RAB4A,0
SIRPA,0
PLCG2,0
CABIN1,0
HOMER1,0
TNIP1,0
TLR4,0
C10orf10,0
TGFB3,2
TNFRSF25,0
GRASP,0
EIF3J,2
AGTR1,0
PPP3CC,0
DEF6,0
LRP2,2
RIT2,0
MYOZ3,0
SLPI,0
ITGA1,0
PIM2,0
PRTN3,0
CYTH2,0
EIF4EBP1,2
PFN1,2
RALB,2
KIF22,0
PPA1,0
SNCG,0
UCP3,0
AP1M1,2
MYO10,0
PPP1R12A,0
UBE2N,0
MEP1B,0
MED4,0
CDK3,0
ADAM17,2
NAE1,2
DLG2,0
JUP,2
CD79A,0
MYOZ1,2
CCDC33,0
MED22,0
NOL3,2
GRAP2,0
MMP13,0
FAP,0
PLEKHB2,0
NXF1,0
GPS2,2
KCNJ12,0
TPT1,0
QARS,0
SPRED1,0
FZD7,0
TP53BP1,2
NCR1,0
RHOD,0
TSC1,0
KIF20B,0
SSTR5,0
UBE2E1,0
MAP3K8,0
DGCR6L,0
TTN,0
UBE2G1,0
RPL13,0
MED1,2
MAPK8IP1,2
COPS2,0
BAD,2
SNX9,0
AGAP2,2
SCAF1,0
DLEU1,0
HGS,0
CHRM5,0
RNF130,2
CLEC3B,0
MPP1,0
ABCC2,2
CSNK1G1,2
SYT1,0
ITPR3,0
ARHGAP8,2
APPL1,2
FXYD6,0
FZD3,0
TRIM23,0
KLRC4,0
KLK3,2
ATP2B4,2
HLA-DPA1,0
RGS2,2
CD19,0
IL1RL2,0
PLP1,2
PSAP,0
ANTXR1,0
KIR3DL1,0
CASP4,0
KRT7,0
IRS4,0
HRH4,0
TNFRSF11B,0
GPR39,0
VTA1,0
CALCOCO1,0
ENAH,0
DCN,0
MTCP1,2
FABP4,0
PRKCI,2
CPNE4,0
USP9X,0
ITPKA,0
CHN1,0
CHAF1A,0
SNX2,0
TRAT1,0
XPC,0
GYS1,0
PLCB1,0
ANAPC5,0
EGF,0
ATXN7L3,2
C1QA,0
BDKRB2,0
ADRB1,2
COL1A2,0
ZCCHC17,0
CDK2,2
GRIK3,0
AIFM1,0
TUBB3,0
USO1,0
IGF1R,2
NCR3,0
NGEF,0
LUC7L2,0
AKT2,2
ATXN7L2,0
STC2,0
PTPRF,0
CAPNS1,0
RBM42,0
DCX,0
PPFIA4,0
MYBBP1A,0
LCP2,0
PLXNB3,2
ARHGAP5,2
RDX,2
CBX4,0
CTTN,0
DEFB1,0
LGALS1,0
IL1A,0
ARPC4,2
S100A8,0
APC,2
CSF2RA,0
IGFBP3,0
ITGA4,0
MCRS1,0
PRMT5,0
EIF4A2,0
HMGB2,2
TRIP6,2
ABL2,2
ITGA2B,0
NRP1,0
HDAC4,0
ADRA1B,2
MCM5,0
TGFBRAP1,2
HNRNPA2B1,0
RCN3,0
EPOR,0
NBPF3,2
ITGA6,0
ANK2,2
C1QBP,0
PRPF4B,0
SERPINA4,0
DDX20,0
KLRC2,0
SEMA3F,0
RAD51,0
SLC9A3R1,2
MAP3K3,0
GRK5,2
HDHD2,0
ASCC2,2
RFWD2,0
SH2B2,0
IL13RA2,0
VANGL1,0
KREMEN1,0
RPS6KA2,0
PIK3CB,0
CASP6,0
SNCA,2
ZFYVE9,0
EPHA7,0
NUMB,0
ITGB2,0
CCDC106,0
PDCD6IP,0
RHEBL1,2
HPS6,0
ECT2,0
TRIP12,0
PAK6,0
CTBP2,2
TNFAIP3,0
HIST1H4A,0
BAI2,0
RBBP8,2
KRT19,0
RAE1,0
FHOD1,2
ZC3HC1,0
EPB42,0
SACS,2
ERC1,0
CRELD1,0
OSGEP,0
TEC,2
FES,0
DAG1,0
KPNA1,0
PHPT1,0
RAP1A,0
RGS1,0
IRS1,0
FZD4,0
REM1,0
CAV3,0
NRBF2,0
PRTFDC1,0
CALCOCO2,2
RHO,0
TAF9,0
MPPED1,0
RIPK1,0
SUB1,0
CALM2,0
RPL5,0
UBAC2,0
HNRNPK,0
CFL1,2
NOTCH2,0
PPP3CB,0
KCTD15,0
BAI1,2
POLR2E,0
KLHL23,0
RPL18A,0
PDGFRA,0
EIF2B1,2
F10,0
COL17A1,0
YWHAH,2
MRPL44,0
RHOH,2
BLM,2
STXBP1,2
GLP1R,0
COL2A1,0
PIK3CD,0
CUL1,0
KIAA1107,0
CDH2,0
ADRA2B,2
ECM1,0
CHD4,0
RAP1B,2
RPLP1,0
ZNF638,0
SYNGAP1,0
RIC8A,0
GRIA2,0
RANBP9,0
RPS6KA6,0
PIAS4,2
PPP1R16A,0
NOL12,0
RAB1A,0
PREP,0
SEPT3,0
PSEN2,2
IL5RA,0
PPRC1,0
DRD1,0
LHCGR,0
CAPZA1,0
TOP2A,2
ADA,0
ARHGDIB,2
HR,0
ADAMTS10,0
VLDLR,0
CD9,0
IGF2R,0
OPRM1,0
PLD2,0
IL6R,0
CHD3,0
HSPB3,0
HNRNPH3,0
UTP3,0
GDF5,2
VAV2,0
BRMS1,0
APTX,2
CLTC,2
PIP5K1C,2
PTPRG,0
AP2B1,0
TUBG1,0
KRT18,0
PCNA,2
ILF2,0
PLCD1,0
GABRR1,0
UBC,0
PPP3CA,0
DBNL,0
POLB,0
ABI2,2
NEK2,0
IL18RAP,0
SHBG,0
IGLON5,0
GRIA3,0
ERH,0
RAP2A,0
PPFIA1,0
WDR16,0
RABAC1,0
KCTD17,0
ERP27,0
FNBP4,0
BIRC3,2
PHF10,0
MEGF6,0
CEP250,0
CST3,0
FLT1,0
FGFR3,2
NUDT18,0
ITGA5,0
MPP6,0
MARK3,0
SHC2,0
GNB5,0
FSCN1,0
PJA1,2
INA,0
WIPF2,0
TXK,0
AES,2
VCP,0
MAPK6,2
SYP,0
NGFRAP1,0
HIPK3,2
MMP2,0
HOOK2,0
MERTK,0
NEDD8,0
GRM2,0
SH3PXD2A,0
PLCB2,0
DNAJC7,0
CSNK1A1,2
PPP1R2,0
LDOC1,2
AGT,2
CCNH,0
CCK,0
HTR2A,0
EED,2
NEDD9,2
FGA,0
COL4A5,0
TLR9,0
ABCC9,2
CCR6,0
TAF5,0
NISCH,0
A2M,2
GDPD2,0
NTSR1,0
THY1,0
THBS1,0
CD4,0
PFKM,0
CHAT,0
PFKFB2,2
PTPRU,0
SLC9A1,0
HNRNPL,0
NECAP2,2
USP45,0
CFDP1,0
PLEKHA1,0
NKIRAS2,0
POLR1C,0
ARHGEF6,0
CMTM6,0
GP5,0
SETDB1,2
CHEK2,0
MYO5A,0
NCBP1,0
PGAM5,0
KRT15,2
MAPK11,0
MON1A,0
MYLK,2
CACNA1C,0
GRB10,0
EXOSC4,0
IQGAP1,0
SMG1,0
MECR,0
MAP4K1,0
POLA2,0
VTN,0
GEMIN5,0
CUBN,0
MC2R,0
ATP2A2,2
POLI,0
PTPRE,0
PICK1,0
IL31RA,0
EIF3H,0
CACNG2,0
TLE1,2
NADSYN1,0
CBX1,2
HTATSF1,0
PLOD3,0
CDK5R1,0
SERPINH1,0
COL4A1,2
IQGAP2,2
SCTR,0
PHYH,0
IKBKB,0
LRFN1,0
MAPKAPK2,2
KLHL20,0
EPS8,2
PTPRO,0
RPS27A,2
RIN1,2
SELP,0
ICAM3,0
WAS,2
RING1,0
TAF6,0
PVR,0
VAMP8,0
C16orf74,0
MAGEA1,0
ADRA1A,0
PAFAH1B1,0
ERBB2IP,0
PTGIR,2
CRHR1,0
DYRK1A,0
GEMIN4,0
GRP,0
HIST2H4A,0
SNRPF,0
YES1,0
DUSP1,0
ARRB2,2
PBLD,0
TOP2B,0
ITFG1,0
MEX3B,0
GSTO1,0
HMGN2,0
CYCS,2
EEF1D,0
HSPG2,2
BMP4,0
TBK1,0
H2AFX,2
PTPN2,0
SAE1,0
ANXA1,2
PCYT2,0
GPRASP2,0
PACSIN2,0
IL12RB2,0
ATP5B,2
SLC25A4,2
TNIP2,0
MAG,0
DSP,0
KNG1,0
SEPT8,0
TIAM1,2
MIB1,0
TOP3B,0
SLC9A3R2,0
GPR135,0
PIK3CA,0
P2RY1,0
MAP3K2,0
LDLR,0
LINGO1,0
TNFRSF9,0
DIAPH1,0
ATXN3,0
NLRC4,2
ANK1,2
CRIP2,0
JAG2,0
RPS10,0
FURIN,0
ARF1,2
SH2D2A,0
RBP1,0
GAK,2
CCDC136,2
RPL11,0
OGG1,0
FGF1,0
CASP9,0
SNX4,0
CCND3,0
SNRPD1,0
DTNB,0
APCS,2
ACVR1B,0
EPHA8,0
PKD1,0
IFRD1,0
RTKN,0
AHSA1,0
RBM4,0
SDC1,0
UBQLN2,0
RCN2,0
SMURF1,2
BEGAIN,0
RNF126,0
MYO18B,0
MYH9,0
FTL,0
HTR1F,0
MED31,2
SDC3,0
TRHR,0
SDC2,0
RNF11,0
SKAP1,0
HOOK1,0
GOPC,0
PKN2,0
SSTR2,0
TG,2
CPSF3L,2
ABCF3,2
F2,0
ARPC1B,2
ZMYM2,0
SNTB2,0
WASH2P,0
NIF3L1,0
TH,0
AQP1,0
ASIP,2
NID1,0
MAP3K4,2
HNRNPM,0
BTG2,0
CCDC113,0
ARMCX3,2
PCM1,0
CHRM2,0
ARFIP2,2
PABPN1,0
KIF5B,0
ICAM4,0
HIST1H1A,0
FCHO1,0
RTN4,0
PRPH,0
PTBP1,0
TUBG2,0
RAB27A,0
CHEK1,2
MYO7A,0
SYTL1,0
RAB5A,0
ITGB7,0
VRK3,0
USHBP1,0
CDK5R2,0
DOK2,0
KCNK15,0
BECN1,2
BCAN,0
LACRT,0
RFC2,0
TRPC5,0
ATXN2,2
HABP2,0
PLCB3,0
ACTN1,2
CD38,0
MAD1L1,0
NPDC1,0
LFNG,0
EIF2B2,0
MME,0
F8,0
MYO6,0
VCPIP1,0
DSN1,0
GABBR2,0
CD22,0
HGF,0
EXOSC2,0
TRAM2,0
CPE,0
SOCS3,2
NEU3,0
EFEMP1,0
EPB41L1,2
IRAK2,0
EIF2B5,0
TAF4,0
MAPRE2,0
CRHR2,0
HDAC11,0
CRK,2
MAP3K11,2
AFAP1,2
TGFB1,2
DPY30,0
CRB3,0
HTR1B,0
CDT1,0
COIL,2
RTN4IP1,0
TACR3,0
DAXX,0
CCNB2,0
MAGI1,0
TYK2,0
C1QB,0
BBS10,0
SNAP25,0
RNF4,0
APEX1,2
PTPRA,0
PPL,0
ATXN1L,2
SIAH1,0
GOT2,0
FGFR4,0
GDF9,2
GCSH,0
FBXO2,0
ADRA2C,2
MKRN1,0
ADRBK1,0
XIAP,2
GNAI2,2
CCS,2
SMC1A,0
ALDH2,0
SOCS7,0
NME2,0
SGTA,0
TRIM32,0
FASLG,0
VEGFA,0
ACP1,2
HNRNPA1,0
DCTN2,0
NAP1L4,2
TNNI3,0
CHGB,0
CHMP4B,0
SRPK1,0
RAB17,2
DOCK3,0
GPBP1,0
F12,0
GRIN2D,0
PDPK1,2
BSG,2
GNA13,2
SLC39A7,0
IL8,0
PVRL2,0
POLR2K,0
GLUD1,0
ITGA7,0
SLC9A5,0
KCNJ1,0
CMTM3,0
LSM11,0
RHOG,0
ULK2,0
IFNAR2,0
HTR6,0
APLP1,2
PDGFA,0
PLXNA3,0
GRB7,0
MAGEA11,2
EXOSC10,0
PCSK6,0
TPI1,0
NRXN3,0
KLHL5,0
UTP6,0
IL17RB,0
NLGN2,0
MOAP1,0
TGFB1I1,0
NDUFS6,0
XPO6,0
NCK2,0
MRPL4,0
EFNB1,0
BCAP31,0
ASB2,0
ITCH,0
RRAS,0
DAZAP2,0
NCDN,0
ATR,2
PPFIBP1,0
SUPT5H,0
CDC25C,0
PPP2R3A,2
ADRB3,2
OBSCN,2
WASF2,2
DNAJA3,0
CCNT1,0
SON,0
TDG,0
PTPN1,0
NAGK,0
TAF10,0
PSMC1,0
MESDC2,0
PRKCQ,0
APOE,2
CD44,0
HSPA8,2
CNKSR2,0
SRGAP2,0
SEC61B,0
VDAC2,0
H2AFZ,0
NELL2,0
TBXA2R,0
TNNI2,2
ACVRL1,2
TICAM2,0
NUP214,0
ACHE,2
DLGAP2,2
CCL7,0
PROS1,0
KLK1,0
NDUFB9,0
CD99,2
XRN1,0
PDCD6,0
COPB1,0
MAP1A,0
TNFRSF4,0
PHF1,0
DYNLT3,0
UNC13B,0
KIR2DL4,0
SIVA1,0
CDC37,2
PIP4K2C,2
FCGR1A,0
SPAG8,0
NUP85,0
PHLDA1,0
INPP5D,0
LPAR1,0
C10orf62,2
TFRC,0
FXR1,0
PSMD9,0
VCL,0
XPO1,0
SH3GLB1,0
PNRC2,2
MRPL20,2
PEX14,0
PTRF,2
CRKL,0
PPP1R14A,0
RAB13,0
WBP1,0
CTSB,2
RAB25,2
APAF1,2
CRIPT,0
CDYL,0
SHANK2,0
MAP2K6,0
GPC1,0
WDR33,0
CCDC90B,0
STX5,0
ADRA1D,2
AP2A1,2
ERBB4,0
CBLB,2
RAD9A,2
CPNE6,0
HADHB,0
IL6,0
SERPINF2,0
MTMR9,0
GTF2F2,2
STRBP,0
GAP43,0
EPHB2,0
CSF1R,0
NSD1,2
DLK1,0
NRCAM,0
KRT1,0
NDUFA4L2,0
TUBA3C,0
VAMP2,0
SWAP70,0
MEN1,0
TMEM132A,0
PDZD3,0
PTPRH,0
FPR1,0
GRK6,0
HIST1H1B,0
RANBP2,0
TBCD,0
TSNAX,0
PIK3R3,0
SYT11,0
CKS1B,0
SH3GL2,0
GNAS,0
F3,0
LSM4,0
F11,0
ATG12,2
ITGB1BP2,0
MAPK9,0
TAF11,0
MEST,0
ATP5J2,2
CDKN2A,2
ERCC6,0
MAP2K1,0
RAB8A,0
DRD4,0
LGALS3,0
CSK,0
TOMM20,2
CDK5RAP1,0
DUSP23,0
PER1,0
DDX5,0
NCAM1,0
SF3A2,0
CBFA2T2,0
CCDC91,0
ATP1A1,0
HERPUD1,0
TLE3,0
SNF8,0
CD1D,0
POLR3F,0
ST3GAL3,0
GDI1,0
CD5,0
MYOC,0
CLSPN,0
TNFRSF13B,0
DAPP1,0
ROS1,0
DPP4,0
NF2,0
MBP,0
PHLDB2,0
DCP1A,0
PRKRA,0
GTF2H1,2
AHSG,2
CHFR,0
COPS4,0
MCM4,0
TUBA8,0
SLC3A2,0
KSR2,0
PIN1,0
SLC2A2,0
MAP4K4,0
BCL10,2
COL18A1,0
MLF1,0
BCAS2,0
PSMD7,0
ATP1B1,2
CHMP4C,0
DSG3,0
ASAP2,0
LTA,0
SPARC,0
XRN2,0
CCT7,2
EDNRB,0
ADM,2
IPO5,0
PRKAA2,0
NUCB1,0
STARD13,0
TIMP3,0
ALOX12B,0
ACTR1A,0
PAPOLA,0
RGL1,0
EPN1,2
DFNB31,0
WDR73,2
SHC3,0
MAGI2,0
KLC1,0
ZSCAN4,0
LDB1,0
SF3A3,0
ITGB3BP,0
CCR8,0
NCKIPSD,0
PRPF6,0
CLDN4,0
MTNR1A,0
ENO2,0
CANX,0
ACACA,2
PTPN23,0
DBF4,0
ING1,0
TRIM27,0
PTEN,0
CAMK4,0
RAB10,0
ACTR1B,0
DCC,2
KCNA2,0
RYBP,0
AHNAK,2
IGSF21,2
STX6,0
GPSM3,0
CBX8,2
EIF3E,0
POLD2,0
DCTPP1,0
PLAUR,0
HCFC1R1,0
ITGA9,0
ADAP1,2
RCC1,2
GRM3,0
CD226,0
CHMP5,0
HIST4H4,2
RAB33A,0
ATP2B1,2
TXNDC17,0
GHSR,0
GAL,0
PPARGC1A,0
PFDN2,0
SERTAD2,0
RFC3,0
SHANK3,0
PORCN,0
FGF5,0
CCL4,0
CD58,0
DIS3L2,0
CD63,0
KCNJ4,0
CAMK2G,2
NDEL1,0
DIAPH2,0
SYNE2,0
MAD2L2,2
HNRNPH1,0
TAF15,0
SMYD3,0
RAB38,0
AXL,0
FST,0
PNMA1,0
EIF1,0
RPL8,0
UBXN11,0
FRMD6,0
CD46,0
NTRK3,0
PPP2R2A,0
HTR1A,0
PIK3R2,0
GCG,0
SRY,2
EP400,0
SCARB1,0
NKIRAS1,2
HMGN1,0
WNT3A,0
HSPE1,2
FDPS,0
GYPC,0
ALDOA,0
ITGAE,0
TICAM1,0
NANOS1,0
RPL36AL,0
RNF111,0
ADAM12,0
NPHP1,0
RNF40,0
ALOX5,0
NPR1,0
SRGAP3,0
DPYSL4,0
CSF3R,0
LAMA5,0
LAIR1,0
GNA11,2
SURF2,0
PSMD2,0
DGCR2,0
LIMK2,0
KIAA0408,2
LRPAP1,0
ANTXR2,0
CDC34,0
DLGAP3,0
CD244,0
SERTAD1,0
XCL1,0
ACTA2,0
SLC4A1,2
PYCARD,2
S1PR2,0
GIPC1,2
CENPA,0
CD48,0
JAG1,0
BCAR1,2
SNRNP70,0
XPNPEP1,0
COL7A1,0
BACE1,2
TESC,0
MUSK,0
GRIA4,0
LRSAM1,0
PBXIP1,0
CUL4B,0
WDR77,0
IL13RA1,0
NUP98,0
TSG101,0
NPPA,0
TSPYL4,0
MAS1,0
TRPC4,0
PTPN21,0
NUAK1,0
SNAPIN,0
S100A10,2
NT5E,0
NCAN,0
IGFBP5,0
BIRC5,0
UBR5,0
DYRK1B,0
EDF1,0
PKN1,2
INS,0
APOA2,0
NAPA,0
TRADD,0
SCFD1,0
GALR1,0
DPPA2,0
SIN3B,0
CABP1,0
KIF23,0
CCL14,0
PCBD1,0
FCGR2B,0
EPRS,0
CITED4,0
STK36,0
COPS3,0
GZMA,0
CUL5,0
TNFRSF10D,0
GRIPAP1,0
PFN2,2
HNRNPU,2
ST13,0
PIGC,0
BMI1,0
PSMD4,0
PSG3,2
IL18,0
RNF19A,0
APEX2,2
ERRFI1,0
CD40,0
PNKP,0
ROBO2,0
EDN3,0
COL4A6,0
BRAF,2
SNAP23,0
AVEN,2
PROC,0
MDM4,2
ITGAM,0
PPP5C,0
PPP2R5A,0
CEP76,0
CENPJ,2
PGD,0
LENG8,0
AP1G2,2
LRP1B,0
CDCA3,0
VPS18,0
ADRBK2,2
NCF2,0
CEACAM1,0
HHIP,0
BUB1,0
CR2,2
PLG,2
RAD1,0
DUSP10,0
AP1B1,2
HSD17B10,2
UBE3A,2
TCEB1,0
SPAG9,0
COL4A2,2
PTPRK,0
DST,0
RPIA,0
ITGAV,0
MMP14,0
SNTG1,0
FKBP10,0
FIGF,0
STEAP3,2
PSG9,0
GAB3,0
GMCL1,0
REN,0
NOS3,0
EPHB3,0
GPSM1,0
CDC25A,0
ANXA2,2
MBIP,2
TNNI1,2
CDK5,0
CNTNAP4,0
ADCY6,0
FHIT,0
APBB1,2
PHYHIP,0
GNAZ,2
CSNK1D,2
PLEKHO1,0
C2orf44,0
FUS,2
AP3B2,0
NUP50,0
SCNN1A,0
TRIB3,0
RPS15A,0
MPHOSPH6,0
COLQ,0
PTPRB,0
DYNLL1,0
MAPKAPK5,0
AKAP10,2
ITGA3,0
SIRT2,0
ELAC2,2
SPTAN1,0
HSPB2,0
FBXO34,0
TAOK2,0
SERPINE1,0
CENPB,0
RUVBL1,0
MNDA,0
WDYHV1,0
CAMK1,2
TRMT2A,0
BICD2,0
KISS1,0
NACAD,0
OGT,0
HIP1R,0
LMO2,0
LRP6,0
SLC4A3,2
PNN,0
GAB1,0
HIPK2,0
CATSPER1,0
EIF2AK3,0
HRG,0
NMI,0
TSPAN15,0
RAC2,2
GNG2,0
FKBP5,0
SPG20,0
CKB,0
CLIC1,0
UBE2G2,0
FCER1G,0
MBTPS1,2
POLR1B,0
CD2,0
AVPR2,0
HFE,0
NPM1,0
DYNC1I1,0
KAT2A,0
TFR2,0
C4orf17,0
UCN,0
LIFR,0
PER2,0
YTHDC1,2
DNM3,0
CHMP4A,0
TRIM37,0
PSG4,0
C5,0
TNFRSF10C,0
ATF7IP2,0
CAMK2D,2
TLE4,0
CHGA,0
ATG7,0
ZMIZ1,0
FANCC,0
MMP1,0
PTPN18,2
PDLIM5,2
FBLN1,2
PVRL3,0
CALCRL,0
EIF3G,0
RAB3B,0
GP1BA,0
DNAJA1,0
TIFA,2
PNO1,0
RER1,0
CRTC2,0
CDK5RAP2,2
CLU,0
GABARAP,0
CLSTN1,0
PDZD2,0
NDN,0
PRKD1,0
FYB,0
RNPS1,0
WWOX,0
GOSR2,0
FAM118B,0
SYT9,0
NAGPA,0
FAM124B,0
TLR5,0
RIN2,0
TLR2,0
PPM1G,0
PTPRN,0
DUSP7,0
LILRB4,0
LHB,0
TCEA2,2
SSTR4,0
MPRIP,0
SOS2,2
EFNA1,0
ITPR1,2
BID,0
MAP6,0
ENG,0
NLGN1,0
VBP1,0
MCM3,0
HTRA2,2
YY1AP1,0
FIBP,0
MX1,0
IL33,0
AKAP8,0
EEF1B2,0
PFKP,0
HLA-DQA1,0
AMHR2,2
STAM,0
CLEC5A,0
GNB2,0
SERF2,0
TBL3,0
CLIC4,0
TRIP11,2
NACA,2
TGFBR3,0
VAPB,0
MDC1,0
PPP1R15A,0
DCTD,0
CCNC,0
KCNJ2,0
CPNE7,0
RAMP3,0
BNIP3,2
GPC4,0
TACC1,2
CCR10,0
SNUPN,0
EIF4G1,0
ADORA1,0
LSM1,0
RAB3A,0
TGOLN2,2
CLNS1A,0
DYNLL2,0
FANCL,0
RIC8B,0
UBE2E2,0
SERBP1,0
IL18R1,0
UBE2V2,0
FGF23,0
RAD54B,0
C9orf9,0
MCC,0
CAV2,0
IL21R,0
AURKA,0
ITPKC,0
SCAND1,0
STRADB,0
COL4A3,0
TREX2,0
HTR3A,0
TRIM46,0
EID3,0
APBA1,2
TUBB2B,0
SIGIRR,0
GRIA1,0
TOMM70A,0
CARD14,0
TARDBP,0
GCC1,2
RASGRP2,0
IL10RA,0
SRRM1,0
ACTC1,2
SMC5,0
AKAP7,0
GABRG2,0
SORL1,0
MBL2,0
AGTR2,0
THOP1,2
PIAS2,2
MMP3,0
MAP1LC3A,0
CXCL2,0
STAP1,0
BAZ1B,0
SMN2,0
C6orf165,0
RRAD,0
EIF3D,0
KIF1C,0
SPEN,2
ICMT,0
TERT,2
YAP1,2
NUMBL,0
CDC16,0
CD79B,0
UPF3B,0
SOCS6,2
RASA3,0
MAP2K2,0
DES,0
MC3R,0
ADAM10,2
PRDX1,0
CPSF1,0
ASAP1,2
BTBD2,0
S100A1,0
CSTF2,0
NAT9,0
PMEPA1,0
ARL4D,0
NDUFS2,0
DAPK1,0
MYO16,0
HNRNPD,0
HECTD1,0
CD81,0
CETN3,0
STAMBP,0
EPHA3,0
SCYL1,0
SH2D3A,0
MAGEA4,0
FAM173A,0
BLK,2
TOB1,0
ITPKB,0
KCNJ9,0
ASGR1,2
HTR1D,0
CCL2,0
SPTBN2,0
DHX16,0
EPB41L2,0
FANCA,0
MCM3AP,0
TGFBI,2
GDA,0
LPA,2
RPS19,0
HSPA4,0
NADK,0
BMP3,0
XRCC5,0
DDR2,0
PSMC2,0
HCRT,0
PACSIN3,0
TRIM11,0
FBN3,0
TIMM50,0
WRN,0
UBE2A,0
RPA2,0
GRIK1,0
KITLG,0
PHC1,2
GHRL,0
KLRD1,0
NRTN,0
MAPK13,0
KLRK1,0
CDH15,0
UBE2W,0
NPR3,0
CARD11,0
RAPGEF3,0
SORBS2,2
